collab:elemType,org:group,concept:name,collab:participant,time:timestamp,case:concept:name,msgInstanceId,msgType,collab:toParticipant,msgFlow,collab:fromParticipant,eventType,collab:elemType_collab:participant,selected_prefix_length
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 09:41:43,case_484,m1_510,receive,,m1,PartyB,,ReceiveTask_PartyA,23
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 09:41:49,case_484,m5_512,send,PartyB,m5,,,SendTask_PartyC,23
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 09:41:54,case_484,m5_512,receive,,m5,PartyC,,ReceiveTask_PartyB,23
task,PartyB,Activity DD,PartyB,2021-06-23 09:42:00,case_484,,,,,,,task_PartyB,23
task,PartyB,Activity I,PartyB,2021-06-23 09:42:06,case_484,,,,,,,task_PartyB,23
task,PartyB,Activity J,PartyB,2021-06-23 09:42:10,case_484,,,,,,,task_PartyB,23
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 09:42:14,case_484,m3_509,receive,,m3,PartyA,,ReceiveTask_PartyB,23
task,PartyC,Activity BZ,PartyC,2021-06-23 09:42:20,case_484,,,,,,,task_PartyC,23
SendTask,PartyB,Activity M,PartyB,2021-06-23 09:42:24,case_484,M7_513,send,PartyD,M7,,,SendTask_PartyB,23
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 09:42:25,case_484,M7_513,receive,,M7,PartyB,start,ReceiveTask_PartyD,23
SendTask,PartyB,Activity AA,PartyB,2021-06-23 06:44:45,case_69,m4_72,send,PartyC,m4,,,SendTask_PartyB,21
task,PartyB,Activity BB,PartyB,2021-06-23 06:44:48,case_69,,,,,,,task_PartyB,21
ReceiveTask,PartyC,Start,PartyC,2021-06-23 06:44:56,case_69,m4_72,receive,,m4,PartyB,start,ReceiveTask_PartyC,21
task,PartyC,Activity ZA,PartyC,2021-06-23 06:45:03,case_69,,,,,,,task_PartyC,21
task,PartyA,Activity A,PartyA,2021-06-23 06:45:19,case_69,,,,,,,task_PartyA,21
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:45:23,case_69,m5_73,send,PartyB,m5,,,SendTask_PartyC,21
task,PartyC,Activity CZ,PartyC,2021-06-23 06:45:26,case_69,,,,,,,task_PartyC,21
SendTask,PartyB,Activity CC,PartyB,2021-06-23 06:45:42,case_69,m1_71,send,PartyA,m1,,,SendTask_PartyB,21
task,PartyC,Activity BZ,PartyC,2021-06-23 06:45:43,case_69,,,,,,,task_PartyC,21
task,PartyB,Activity G,PartyB,2021-06-23 06:45:47,case_69,,,,,,,task_PartyB,21
SendTask,PartyB,Activity EE,PartyB,2021-06-23 06:45:52,case_69,m2_69,send,PartyA,m2,,,SendTask_PartyB,21
task,PartyB,Activity FF,PartyB,2021-06-23 06:45:54,case_69,,,,,,,task_PartyB,21
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 06:45:55,case_69,m5_73,receive,,m5,PartyC,,ReceiveTask_PartyB,21
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:46:07,case_69,m2_69,receive,,m2,PartyB,,ReceiveTask_PartyA,21
task,PartyA,Activity B,PartyA,2021-06-23 06:46:13,case_69,,,,,,,task_PartyA,21
task,PartyB,Activity DD,PartyB,2021-06-23 06:46:13,case_69,,,,,,,task_PartyB,21
SendTask,PartyA,Activity E,PartyA,2021-06-23 06:46:17,case_69,m3_70,send,PartyB,m3,,,SendTask_PartyA,21
task,PartyB,Activity I,PartyB,2021-06-23 06:46:17,case_69,,,,,,,task_PartyB,21
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 06:46:25,case_69,m1_71,receive,,m1,PartyB,,ReceiveTask_PartyA,21
task,PartyB,Activity J,PartyB,2021-06-23 06:46:25,case_69,,,,,,,task_PartyB,21
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 06:46:32,case_69,m3_70,receive,,m3,PartyA,,ReceiveTask_PartyB,21
SendTask,PartyB,Activity AA,PartyB,2021-06-23 06:48:38,case_79,m4_84,send,PartyC,m4,,,SendTask_PartyB,13
task,PartyA,Activity A,PartyA,2021-06-23 06:48:48,case_79,,,,,,,task_PartyA,13
task,PartyB,Activity BB,PartyB,2021-06-23 06:48:53,case_79,,,,,,,task_PartyB,13
ReceiveTask,PartyC,Start,PartyC,2021-06-23 06:48:56,case_79,m4_84,receive,,m4,PartyB,start,ReceiveTask_PartyC,13
task,PartyC,Activity ZA,PartyC,2021-06-23 06:49:01,case_79,,,,,,,task_PartyC,13
SendTask,PartyB,Activity CC,PartyB,2021-06-23 06:49:06,case_79,m1_83,send,PartyA,m1,,,SendTask_PartyB,13
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:49:09,case_79,m5_85,send,PartyB,m5,,,SendTask_PartyC,13
task,PartyC,Activity CZ,PartyC,2021-06-23 06:49:18,case_79,,,,,,,task_PartyC,13
task,PartyC,Activity BZ,PartyC,2021-06-23 06:49:30,case_79,,,,,,,task_PartyC,13
task,PartyB,Activity G,PartyB,2021-06-23 06:49:30,case_79,,,,,,,task_PartyB,13
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 06:49:32,case_79,m5_85,receive,,m5,PartyC,,ReceiveTask_PartyB,13
task,PartyB,Activity FF,PartyB,2021-06-23 06:49:34,case_79,,,,,,,task_PartyB,13
SendTask,PartyB,Activity EE,PartyB,2021-06-23 06:49:35,case_79,m2_81,send,PartyA,m2,,,SendTask_PartyB,13
