collab:elemType,org:group,concept:name,collab:participant,time:timestamp,case:concept:name,msgInstanceId,msgType,collab:toParticipant,msgFlow,collab:fromParticipant,eventType
task,Zoo,Wait fot payment,Zoo,2021-06-16 12:18:17,case_315,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 12:18:27,case_315,account_313,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 12:18:27,case_315,account_313,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 12:18:30,case_315,card_315,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 12:18:34,case_315,card_315,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 12:18:43,case_315,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:51:46,case_227,,,,,,
task,Visitor,Prepare personal information,Visitor,2021-06-16 11:51:47,case_227,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:51:51,case_227,info_226,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:51:55,case_227,info_226,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:51:58,case_227,,,,,,
task,Visitor,Wait for card,Visitor,2021-06-16 11:52:02,case_227,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:52:04,case_227,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:52:16,case_227,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:52:16,case_227,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:52:23,case_227,request_224,send,Bank,request,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:52:24,case_227,,,,,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:52:27,case_227,request_224,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 11:52:30,case_227,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:52:37,case_227,account_225,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:52:42,case_227,account_225,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:52:44,case_227,card_227,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:52:49,case_227,card_227,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:52:56,case_227,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 10:48:10,case_15,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 10:48:13,case_15,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 10:48:17,case_15,info_14,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 10:48:18,case_15,info_14,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 10:48:27,case_15,,,,,,
task,Visitor,Wait for card,Visitor,2021-06-16 10:48:37,case_15,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 10:48:38,case_15,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 10:48:40,case_15,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 10:48:44,case_15,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 10:48:48,case_15,request_12,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 10:48:57,case_15,request_12,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 10:49:00,case_15,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 10:49:05,case_15,account_13,send,Zoo,account,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 10:49:08,case_15,,,,,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 10:49:12,case_15,account_13,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 10:49:17,case_15,card_15,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 10:49:21,case_15,card_15,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 10:49:27,case_15,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 12:20:05,case_323,,,,,,
task,Visitor,Prepare personal information,Visitor,2021-06-16 12:20:07,case_323,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 12:20:09,case_323,info_322,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 12:20:14,case_323,info_322,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 12:20:23,case_323,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 12:20:37,case_323,,,,,,
task,Visitor,Wait for card,Visitor,2021-06-16 12:20:41,case_323,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 12:20:45,case_323,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 12:20:51,case_323,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 12:20:56,case_323,request_320,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 12:21:01,case_323,request_320,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 12:21:07,case_323,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 12:21:12,case_323,account_321,send,Zoo,account,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 12:21:18,case_323,,,,,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 12:21:19,case_323,account_321,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 12:21:23,case_323,card_323,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 12:21:23,case_323,card_323,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 12:21:34,case_323,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:42:49,case_195,,,,,,
task,Visitor,Prepare personal information,Visitor,2021-06-16 11:42:53,case_195,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:42:54,case_195,info_194,send,Zoo,info,,
task,Visitor,Wait for card,Visitor,2021-06-16 11:43:02,case_195,,,,,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:43:06,case_195,info_194,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:43:09,case_195,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:43:11,case_195,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:43:16,case_195,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:43:17,case_195,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:43:20,case_195,request_192,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:43:24,case_195,request_192,receive,,request,Zoo,start
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:43:26,case_195,,,,,,
task,Bank,Process payment information,Bank,2021-06-16 11:43:33,case_195,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:43:38,case_195,account_193,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:43:40,case_195,account_193,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:43:40,case_195,card_195,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:43:51,case_195,card_195,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:43:52,case_195,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 12:09:49,case_287,,,,,,
task,Visitor,Prepare personal information,Visitor,2021-06-16 12:09:53,case_287,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 12:09:56,case_287,info_286,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 12:10:00,case_287,info_286,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 12:10:02,case_287,,,,,,
task,Visitor,Wait for card,Visitor,2021-06-16 12:10:10,case_287,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 12:10:13,case_287,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 12:10:13,case_287,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 12:10:27,case_287,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 12:10:28,case_287,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 12:10:30,case_287,request_284,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 12:10:36,case_287,request_284,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 12:10:39,case_287,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 12:10:42,case_287,account_285,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 12:10:45,case_287,account_285,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 12:10:49,case_287,card_287,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 12:10:56,case_287,card_287,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 12:10:59,case_287,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 10:57:01,case_43,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 10:57:04,case_43,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 10:57:08,case_43,info_42,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 10:57:08,case_43,info_42,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 10:57:13,case_43,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 10:57:23,case_43,,,,,,
task,Visitor,Wait for card,Visitor,2021-06-16 10:57:37,case_43,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 10:57:42,case_43,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 10:57:50,case_43,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 10:57:57,case_43,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 10:57:57,case_43,request_40,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 10:58:01,case_43,request_40,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 10:58:06,case_43,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 10:58:14,case_43,account_41,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 10:58:17,case_43,account_41,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 10:58:20,case_43,card_43,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 10:58:25,case_43,card_43,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 10:58:29,case_43,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:18:43,case_115,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 11:18:47,case_115,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:18:50,case_115,info_114,send,Zoo,info,,
task,Visitor,Wait for card,Visitor,2021-06-16 11:18:51,case_115,,,,,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:18:54,case_115,info_114,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:18:55,case_115,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:18:58,case_115,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:19:02,case_115,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:19:05,case_115,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:19:07,case_115,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:19:11,case_115,request_112,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:19:16,case_115,request_112,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 11:19:19,case_115,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:19:20,case_115,account_113,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:19:20,case_115,account_113,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:19:21,case_115,card_115,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:19:25,case_115,card_115,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:19:28,case_115,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:31:17,case_155,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 11:31:18,case_155,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:31:22,case_155,info_154,send,Zoo,info,,
task,Visitor,Wait for card,Visitor,2021-06-16 11:31:25,case_155,,,,,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:31:28,case_155,info_154,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:31:32,case_155,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:31:37,case_155,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:31:38,case_155,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:31:39,case_155,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:31:42,case_155,request_152,send,Bank,request,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:31:45,case_155,,,,,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:31:55,case_155,request_152,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 11:32:00,case_155,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:32:02,case_155,account_153,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:32:06,case_155,account_153,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:32:07,case_155,card_155,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:32:15,case_155,card_155,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:32:22,case_155,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 10:53:15,case_31,,,,,,
task,Visitor,Prepare personal information,Visitor,2021-06-16 10:53:18,case_31,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 10:53:19,case_31,info_30,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 10:53:23,case_31,info_30,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 10:53:28,case_31,,,,,,
task,Visitor,Wait for card,Visitor,2021-06-16 10:53:32,case_31,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 10:53:35,case_31,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 10:53:43,case_31,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 10:53:49,case_31,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 10:53:53,case_31,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 10:53:56,case_31,request_28,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 10:53:59,case_31,request_28,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 10:54:03,case_31,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 10:54:07,case_31,account_29,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 10:54:08,case_31,account_29,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 10:54:15,case_31,card_31,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 10:54:15,case_31,card_31,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 10:54:21,case_31,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 12:35:18,case_375,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 12:35:23,case_375,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 12:35:27,case_375,info_374,send,Zoo,info,,
task,Visitor,Wait for card,Visitor,2021-06-16 12:35:35,case_375,,,,,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 12:35:39,case_375,info_374,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 12:35:41,case_375,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 12:35:42,case_375,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 12:35:53,case_375,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 12:35:55,case_375,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 12:35:56,case_375,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 12:35:59,case_375,request_372,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 12:36:00,case_375,request_372,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 12:36:03,case_375,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 12:36:07,case_375,account_373,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 12:36:11,case_375,account_373,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 12:36:13,case_375,card_375,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 12:36:14,case_375,card_375,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 12:36:17,case_375,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 12:29:25,case_355,,,,,,
task,Visitor,Prepare personal information,Visitor,2021-06-16 12:29:29,case_355,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 12:29:32,case_355,info_354,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 12:29:35,case_355,info_354,receive,,info,Visitor,start
task,Visitor,Wait for card,Visitor,2021-06-16 12:29:44,case_355,,,,,,
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 12:29:48,case_355,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 12:29:48,case_355,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 12:29:53,case_355,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 12:29:56,case_355,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 12:29:59,case_355,request_352,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 12:30:02,case_355,request_352,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 12:30:09,case_355,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 12:30:14,case_355,account_353,send,Zoo,account,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 12:30:18,case_355,,,,,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 12:30:22,case_355,account_353,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 12:30:25,case_355,card_355,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 12:30:33,case_355,card_355,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 12:30:37,case_355,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:32:23,case_159,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 11:32:25,case_159,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:32:28,case_159,info_158,send,Zoo,info,,
task,Visitor,Wait for card,Visitor,2021-06-16 11:32:33,case_159,,,,,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:32:36,case_159,info_158,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:32:37,case_159,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:32:38,case_159,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:32:40,case_159,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:32:47,case_159,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:32:50,case_159,request_156,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:32:59,case_159,request_156,receive,,request,Zoo,start
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:33:00,case_159,,,,,,
task,Bank,Process payment information,Bank,2021-06-16 11:33:02,case_159,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:33:02,case_159,account_157,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:33:11,case_159,account_157,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:33:15,case_159,card_159,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:33:16,case_159,card_159,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:33:20,case_159,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 12:37:19,case_383,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 12:37:23,case_383,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 12:37:24,case_383,info_382,send,Zoo,info,,
task,Visitor,Wait for card,Visitor,2021-06-16 12:37:31,case_383,,,,,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 12:37:34,case_383,info_382,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 12:37:38,case_383,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 12:37:39,case_383,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 12:37:40,case_383,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 12:37:53,case_383,request_380,send,Bank,request,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 12:37:54,case_383,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 12:38:02,case_383,,,,,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 12:38:07,case_383,request_380,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 12:38:07,case_383,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 12:38:11,case_383,account_381,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 12:38:13,case_383,account_381,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 12:38:13,case_383,card_383,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 12:38:16,case_383,card_383,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 12:38:22,case_383,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:36:47,case_175,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 11:36:51,case_175,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:36:52,case_175,info_174,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:36:53,case_175,info_174,receive,,info,Visitor,start
task,Visitor,Wait for card,Visitor,2021-06-16 11:36:58,case_175,,,,,,
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:37:00,case_175,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:37:06,case_175,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:37:11,case_175,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:37:21,case_175,request_172,send,Bank,request,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:37:31,case_175,,,,,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:37:40,case_175,request_172,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 11:37:46,case_175,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:37:51,case_175,account_173,send,Zoo,account,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:37:56,case_175,,,,,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:37:59,case_175,account_173,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:38:01,case_175,card_175,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:38:04,case_175,card_175,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:38:05,case_175,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:15:08,case_103,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 11:15:12,case_103,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:15:16,case_103,info_102,send,Zoo,info,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:15:17,case_103,info_102,receive,,info,Visitor,start
task,Visitor,Wait for card,Visitor,2021-06-16 11:15:24,case_103,,,,,,
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:15:27,case_103,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:15:28,case_103,,,,,,
task,Zoo,Mail ZooClub magazine,Zoo,2021-06-16 11:15:34,case_103,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:15:40,case_103,,,,,,
SendTask,Zoo,Send payment request,Zoo,2021-06-16 11:15:44,case_103,request_100,send,Bank,request,,
ReceiveTask,Bank,Receive payment request,Bank,2021-06-16 11:15:53,case_103,request_100,receive,,request,Zoo,start
task,Bank,Process payment information,Bank,2021-06-16 11:15:57,case_103,,,,,,
task,Zoo,Wait fot payment,Zoo,2021-06-16 11:15:59,case_103,,,,,,
SendTask,Bank,Change account,Bank,2021-06-16 11:16:07,case_103,account_101,send,Zoo,account,,
ReceiveTask,Zoo,Payment confirmed,Zoo,2021-06-16 11:16:09,case_103,account_101,receive,,account,Bank,notification
SendTask,Zoo,Deliver Zooclub card,Zoo,2021-06-16 11:16:11,case_103,card_103,send,Visitor,card,,
ReceiveTask,Visitor,Card received?,Visitor,2021-06-16 11:16:14,case_103,card_103,receive,,card,Zoo,notification
task,Visitor,Go home,Visitor,2021-06-16 11:16:30,case_103,,,,,,
task,Visitor,Decide individual or family ticket,Visitor,2021-06-16 11:08:09,case_79,,,,,,
task,Visitor,Prepare family's information,Visitor,2021-06-16 11:08:09,case_79,,,,,,
SendTask,Visitor,Send information to the ZooClub department,Visitor,2021-06-16 11:08:10,case_79,info_78,send,Zoo,info,,
task,Visitor,Wait for card,Visitor,2021-06-16 11:08:12,case_79,,,,,,
ReceiveTask,Zoo,Receive visitor information,Zoo,2021-06-16 11:08:15,case_79,info_78,receive,,info,Visitor,start
task,Zoo,Enter customer data into the system,Zoo,2021-06-16 11:08:17,case_79,,,,,,
task,Zoo,Forward information to making department,Zoo,2021-06-16 11:08:23,case_79,,,,,,
task,Zoo,Send request to billing department,Zoo,2021-06-16 11:08:24,case_79,,,,,,
