collab:elemType,org:group,concept:name,collab:participant,time:timestamp,case:concept:name,msgInstanceId,msgType,collab:toParticipant,msgFlow,collab:fromParticipant
task,PartyA,Activity A,PartyA,2021-06-23 06:08:22,case_233,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:08:23,case_233,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:08:24,case_233,m1_154,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:08:28,case_233,m1_154,receive,,m1,PartyC
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:08:29,case_233,m2_155,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:08:39,case_233,m2_155,receive,,m2,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 06:08:43,case_233,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 06:08:46,case_233,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 06:08:50,case_236,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:08:56,case_236,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:08:57,case_236,m1_157,send,PartyA,m1,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:09:02,case_236,m2_156,send,PartyA,m2,
task,PartyC,Activity BZ,PartyC,2021-06-23 06:09:13,case_236,,,,,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:09:17,case_236,m2_156,receive,,m2,PartyC
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:09:18,case_236,m1_157,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 06:09:20,case_236,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 06:16:15,case_275,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:16:18,case_275,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:16:18,case_275,m1_182,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:16:20,case_275,m1_182,receive,,m1,PartyC
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:16:20,case_275,m2_183,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:16:30,case_275,m2_183,receive,,m2,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 06:16:32,case_275,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 06:16:34,case_275,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:18:53,case_290,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 06:18:58,case_290,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:19:05,case_290,m2_192,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:19:10,case_290,m2_192,receive,,m2,PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:19:13,case_290,m1_193,send,PartyA,m1,
task,PartyC,Activity BZ,PartyC,2021-06-23 06:19:17,case_290,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:19:26,case_290,m1_193,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 06:19:31,case_290,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:11:34,case_251,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 06:11:40,case_251,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:11:44,case_251,m1_167,send,PartyA,m1,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:11:44,case_251,m2_166,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:11:51,case_251,m2_166,receive,,m2,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 06:11:52,case_251,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:11:59,case_251,m1_167,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 06:11:59,case_251,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 06:17:12,case_281,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:17:19,case_281,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:17:19,case_281,m2_186,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:17:21,case_281,m2_186,receive,,m2,PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:17:21,case_281,m1_187,send,PartyA,m1,
task,PartyC,Activity BZ,PartyC,2021-06-23 06:17:27,case_281,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:17:39,case_281,m1_187,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 06:17:40,case_281,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:50:42,case_143,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:50:47,case_143,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:50:50,case_143,m2_94,send,PartyA,m2,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:50:54,case_143,m1_95,send,PartyA,m1,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:51:02,case_143,m2_94,receive,,m2,PartyC
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:51:13,case_143,m1_95,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:51:18,case_143,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 05:51:19,case_143,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:47:38,case_125,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:47:45,case_125,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:47:46,case_125,m2_82,send,PartyA,m2,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:47:52,case_125,m1_83,send,PartyA,m1,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:47:58,case_125,m2_82,receive,,m2,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:48:05,case_125,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:48:08,case_125,m1_83,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:48:11,case_125,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:36:45,case_68,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:36:51,case_68,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:36:54,case_68,m1_44,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:37:00,case_68,m1_44,receive,,m1,PartyC
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:37:00,case_68,m2_45,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:37:09,case_68,m2_45,receive,,m2,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:37:12,case_68,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 05:37:17,case_68,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:26:53,case_14,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:26:56,case_14,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:26:58,case_14,m1_8,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:27:00,case_14,m1_8,receive,,m1,PartyC
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:27:03,case_14,m2_9,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:27:07,case_14,m2_9,receive,,m2,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:27:15,case_14,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 05:27:19,case_14,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:37:26,case_71,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:37:27,case_71,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:37:35,case_71,m2_46,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:37:38,case_71,m2_46,receive,,m2,PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:37:41,case_71,m1_47,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:37:43,case_71,m1_47,receive,,m1,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:37:45,case_71,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 05:37:51,case_71,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:58:51,case_182,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:59:01,case_182,m2_121,send,PartyA,m2,
task,PartyA,Activity A,PartyA,2021-06-23 05:59:13,case_182,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:59:16,case_182,m1_120,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:59:26,case_182,m1_120,receive,,m1,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:59:26,case_182,,,,,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:59:33,case_182,m2_121,receive,,m2,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:59:35,case_182,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:27:24,case_17,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:27:27,case_17,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:27:31,case_17,m1_10,send,PartyA,m1,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:27:32,case_17,m2_11,send,PartyA,m2,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:27:32,case_17,m1_10,receive,,m1,PartyC
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:27:38,case_17,m2_11,receive,,m2,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:27:42,case_17,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 05:27:43,case_17,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:07:11,case_227,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:07:19,case_227,m1_151,send,PartyA,m1,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:07:26,case_227,m2_150,send,PartyA,m2,
task,PartyA,Activity A,PartyA,2021-06-23 06:07:30,case_227,,,,,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:07:38,case_227,m2_150,receive,,m2,PartyC
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:07:42,case_227,m1_151,receive,,m1,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 06:07:43,case_227,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 06:07:45,case_227,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:27:47,case_20,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:27:52,case_20,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:27:53,case_20,m2_13,send,PartyA,m2,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:27:58,case_20,m1_12,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:28:03,case_20,m1_12,receive,,m1,PartyC
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:28:07,case_20,m2_13,receive,,m2,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:28:12,case_20,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 05:28:20,case_20,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:29:00,case_26,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:29:04,case_26,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:29:08,case_26,m1_17,send,PartyA,m1,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:29:08,case_26,m2_16,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:29:09,case_26,m2_16,receive,,m2,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:29:17,case_26,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:29:21,case_26,m1_17,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:29:25,case_26,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 06:12:29,case_257,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:12:30,case_257,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:12:32,case_257,m1_170,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:12:39,case_257,m1_170,receive,,m1,PartyC
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:12:44,case_257,m2_171,send,PartyA,m2,
task,PartyC,Activity BZ,PartyC,2021-06-23 06:12:51,case_257,,,,,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:12:59,case_257,m2_171,receive,,m2,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 06:13:00,case_257,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:49:33,case_137,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:49:33,case_137,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:49:37,case_137,m1_90,send,PartyA,m1,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:49:38,case_137,m2_91,send,PartyA,m2,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:49:51,case_137,m1_90,receive,,m1,PartyC
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:49:58,case_137,m2_91,receive,,m2,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:50:00,case_137,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 05:50:01,case_137,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:02:56,case_203,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:03:01,case_203,m1_134,send,PartyA,m1,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:03:04,case_203,m2_135,send,PartyA,m2,
task,PartyA,Activity A,PartyA,2021-06-23 06:03:10,case_203,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:03:18,case_203,m1_134,receive,,m1,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 06:03:21,case_203,,,,,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:03:28,case_203,m2_135,receive,,m2,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 06:03:30,case_203,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 06:14:52,case_269,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:14:59,case_269,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:15:01,case_269,m2_179,send,PartyA,m2,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:15:03,case_269,m1_178,send,PartyA,m1,
task,PartyC,Activity BZ,PartyC,2021-06-23 06:15:16,case_269,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:15:23,case_269,m1_178,receive,,m1,PartyC
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:15:28,case_269,m2_179,receive,,m2,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 06:15:29,case_269,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 06:04:03,case_209,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:04:06,case_209,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:04:09,case_209,m2_138,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:04:11,case_209,m2_138,receive,,m2,PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:04:14,case_209,m1_139,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:04:20,case_209,m1_139,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 06:04:27,case_209,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 06:04:30,case_209,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:53:54,case_158,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:54:01,case_158,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:54:05,case_158,m2_105,send,PartyA,m2,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:54:09,case_158,m1_104,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:54:18,case_158,m1_104,receive,,m1,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:54:23,case_158,,,,,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:54:29,case_158,m2_105,receive,,m2,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:54:31,case_158,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:38:00,case_74,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:38:05,case_74,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:38:06,case_74,m2_49,send,PartyA,m2,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:38:08,case_74,m1_48,send,PartyA,m1,
task,PartyC,Activity BZ,PartyC,2021-06-23 05:38:16,case_74,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:38:20,case_74,m1_48,receive,,m1,PartyC
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:38:23,case_74,m2_49,receive,,m2,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:38:24,case_74,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:59:38,case_185,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:59:39,case_185,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:59:39,case_185,m2_122,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:59:44,case_185,m2_122,receive,,m2,PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:59:45,case_185,m1_123,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:59:49,case_185,m1_123,receive,,m1,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:59:56,case_185,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 06:00:02,case_185,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:24:37,case_2,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:24:39,case_2,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:24:45,case_2,m1_0,send,PartyA,m1,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:24:46,case_2,m2_1,send,PartyA,m2,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:24:52,case_2,m1_0,receive,,m1,PartyC
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:24:59,case_2,m2_1,receive,,m2,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:25:07,case_2,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 05:25:14,case_2,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:57:55,case_176,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:57:59,case_176,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:58:00,case_176,m1_116,send,PartyA,m1,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:58:01,case_176,m2_117,send,PartyA,m2,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:58:05,case_176,m1_116,receive,,m1,PartyC
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:58:06,case_176,m2_117,receive,,m2,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:58:10,case_176,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 05:58:14,case_176,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:44:14,case_107,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:44:20,case_107,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:44:23,case_107,m2_70,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:44:28,case_107,m2_70,receive,,m2,PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:44:31,case_107,m1_71,send,PartyA,m1,
task,PartyC,Activity BZ,PartyC,2021-06-23 05:44:37,case_107,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:44:42,case_107,m1_71,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:44:44,case_107,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:46:23,case_119,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:46:28,case_119,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:46:29,case_119,m2_78,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:46:36,case_119,m2_78,receive,,m2,PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:46:40,case_119,m1_79,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:46:43,case_119,m1_79,receive,,m1,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:46:48,case_119,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 05:46:58,case_119,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:54:34,case_161,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:54:37,case_161,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:54:43,case_161,m2_106,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:54:48,case_161,m2_106,receive,,m2,PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:54:49,case_161,m1_107,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:54:52,case_161,m1_107,receive,,m1,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:54:56,case_161,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 05:54:59,case_161,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:38:33,case_77,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:38:37,case_77,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:38:44,case_77,m2_50,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:38:49,case_77,m2_50,receive,,m2,PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:38:49,case_77,m1_51,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:38:49,case_77,m1_51,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:38:52,case_77,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 05:38:54,case_77,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:33:05,case_47,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:33:08,case_47,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:33:10,case_47,m2_30,send,PartyA,m2,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:33:12,case_47,m1_31,send,PartyA,m1,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:33:21,case_47,m2_30,receive,,m2,PartyC
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:33:28,case_47,m1_31,receive,,m1,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:33:32,case_47,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 05:33:35,case_47,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:03:32,case_206,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 06:03:38,case_206,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:03:40,case_206,m1_136,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:03:45,case_206,m1_136,receive,,m1,PartyC
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:03:48,case_206,m2_137,send,PartyA,m2,
task,PartyC,Activity BZ,PartyC,2021-06-23 06:03:53,case_206,,,,,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:04:00,case_206,m2_137,receive,,m2,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 06:04:01,case_206,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 06:13:07,case_260,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:13:11,case_260,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:13:13,case_260,m2_172,send,PartyA,m2,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:13:14,case_260,m2_172,receive,,m2,PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:13:15,case_260,m1_173,send,PartyA,m1,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:13:25,case_260,m1_173,receive,,m1,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 06:13:27,case_260,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 06:13:30,case_260,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:49:02,case_134,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:49:03,case_134,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:49:05,case_134,m2_88,send,PartyA,m2,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:49:06,case_134,m1_89,send,PartyA,m1,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:49:19,case_134,m2_88,receive,,m2,PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 05:49:23,case_134,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:49:29,case_134,m1_89,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:49:32,case_134,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 06:09:56,case_242,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 06:10:01,case_242,,,,,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 06:10:02,case_242,m2_161,send,PartyA,m2,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:10:05,case_242,m1_160,send,PartyA,m1,
task,PartyC,Activity BZ,PartyC,2021-06-23 06:10:10,case_242,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:10:16,case_242,m1_160,receive,,m1,PartyC
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 06:10:17,case_242,m2_161,receive,,m2,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 06:10:21,case_242,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 05:32:15,case_41,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:32:19,case_41,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:32:21,case_41,m1_27,send,PartyA,m1,
SendTask,PartyC,Activity CZ,PartyC,2021-06-23 05:32:23,case_41,m2_26,send,PartyA,m2,
task,PartyC,Activity BZ,PartyC,2021-06-23 05:32:25,case_41,,,,,
ReceiveTask,PartyA,Activity C,PartyA,2021-06-23 05:32:28,case_41,m2_26,receive,,m2,PartyC
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 05:32:29,case_41,m1_27,receive,,m1,PartyC
task,PartyA,Activity B,PartyA,2021-06-23 05:32:31,case_41,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 05:43:28,case_101,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 05:43:30,case_101,m1_66,send,PartyA,m1,
