msgInstanceId,msgProtocol,msgType,org:group,concept:name,collab:toParticipant,msgName,collab:elemType,collab:participant,time:timestamp,case:concept:name,collab:fromParticipant,eventType
disease_443,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:07:45,case_404,,
disease_443,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:07:50,case_404,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:07:52,case_404,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:07:57,case_404,,
blood sample_444,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:08:01,case_404,,
blood sample_444,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:08:02,case_404,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:08:02,case_404,,
results_445,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:08:05,case_404,,
results_445,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:08:08,case_404,Laboratory,
prescription_446,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 07:08:08,case_404,,
prescription_446,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 07:08:10,case_404,Gynecologist,
disease_240,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:35:38,case_229,,
disease_240,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:35:38,case_229,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:35:40,case_229,,
blood sample_241,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:35:50,case_229,,
blood sample_241,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:35:55,case_229,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:36:00,case_229,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:36:04,case_229,,
results_242,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:36:12,case_229,,
results_242,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:36:17,case_229,Laboratory,
hospitalisation_243,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:36:22,case_229,,
admission request_244,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:36:25,case_229,,
admission request_244,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:36:31,case_229,Gynecologist,start
patient analysis_245,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 06:36:39,case_229,,
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:36:51,case_229,,
hospitalisation_243,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:37:03,case_229,Gynecologist,
patient analysis_245,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 06:37:04,case_229,Gynecologist,
admission_246,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:37:06,case_229,,
admission_246,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:37:13,case_229,Hospital,
disease_447,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:08:13,case_409,,
disease_447,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:08:14,case_409,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:08:19,case_409,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:08:25,case_409,,
blood sample_448,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:08:29,case_409,,
blood sample_448,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:08:30,case_409,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:08:34,case_409,,
results_449,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:08:34,case_409,,
results_449,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:08:39,case_409,Laboratory,
hospitalisation_450,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 07:08:40,case_409,,
admission request_451,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 07:08:43,case_409,,
admission request_451,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 07:08:47,case_409,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 07:08:54,case_409,,
,,,Hospital,Request blood analysis,,,task,Hospital,2021-06-17 07:09:09,case_409,,
hospitalisation_450,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 07:09:16,case_409,Gynecologist,
admission_453,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 07:09:20,case_409,,
admission_453,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 07:09:25,case_409,Hospital,
patient analysis_452,P2P,send,Gynecologist,Forward patient analysis results,,patient analysis,SendTask,Gynecologist,2021-06-17 07:09:31,case_409,,
disease_157,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:22:07,case_159,,
disease_157,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:22:11,case_159,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:22:16,case_159,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:22:19,case_159,,
blood sample_158,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:22:23,case_159,,
blood sample_158,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:22:23,case_159,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:22:27,case_159,,
results_159,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:22:30,case_159,,
results_159,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:22:32,case_159,Laboratory,
hospitalisation_160,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:22:33,case_159,,
admission request_161,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:22:36,case_159,,
patient analysis_162,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 06:22:41,case_159,,
admission request_161,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:22:55,case_159,Gynecologist,start
hospitalisation_160,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:23:13,case_159,Gynecologist,
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:23:18,case_159,,
patient analysis_162,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 06:23:20,case_159,Gynecologist,
admission_163,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:23:24,case_159,,
admission_163,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:23:24,case_159,Hospital,
disease_66,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:09:21,case_64,,
disease_66,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:09:23,case_64,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:09:27,case_64,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:09:29,case_64,,
blood sample_67,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:09:33,case_64,,
blood sample_67,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:09:36,case_64,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:09:37,case_64,,
results_68,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:09:39,case_64,,
results_68,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:09:43,case_64,Laboratory,
prescription_69,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:09:45,case_64,,
prescription_69,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:09:48,case_64,Gynecologist,
disease_480,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:13:45,case_439,,
disease_480,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:13:47,case_439,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:13:51,case_439,,
blood sample_481,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:13:54,case_439,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:13:57,case_439,,
blood sample_481,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:14:01,case_439,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:14:05,case_439,,
results_482,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:14:09,case_439,,
results_482,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:14:16,case_439,Laboratory,
prescription_483,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 07:14:18,case_439,,
prescription_483,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 07:14:22,case_439,Gynecologist,
disease_439,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:07:12,case_399,,
disease_439,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:07:17,case_399,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:07:17,case_399,,
blood sample_440,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:07:19,case_399,,
blood sample_440,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:07:24,case_399,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:07:28,case_399,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:07:28,case_399,,
results_441,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:07:34,case_399,,
results_441,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:07:36,case_399,Laboratory,
prescription_442,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 07:07:41,case_399,,
prescription_442,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 07:07:42,case_399,Gynecologist,
disease_149,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:20:50,case_149,,
disease_149,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:20:52,case_149,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:20:55,case_149,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:21:02,case_149,,
blood sample_150,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:21:07,case_149,,
blood sample_150,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:21:09,case_149,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:21:11,case_149,,
results_151,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:21:14,case_149,,
results_151,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:21:20,case_149,Laboratory,
prescription_152,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:21:22,case_149,,
prescription_152,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:21:29,case_149,Gynecologist,
disease_123,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:17:03,case_124,,
disease_123,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:17:03,case_124,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:17:08,case_124,,
blood sample_124,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:17:15,case_124,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:17:17,case_124,,
blood sample_124,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:17:21,case_124,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:17:24,case_124,,
results_125,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:17:26,case_124,,
results_125,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:17:33,case_124,Laboratory,
prescription_126,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:17:37,case_124,,
prescription_126,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:17:41,case_124,Gynecologist,
disease_381,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:58:17,case_349,,
disease_381,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:58:19,case_349,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:58:19,case_349,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:58:23,case_349,,
blood sample_382,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:58:26,case_349,,
blood sample_382,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:58:29,case_349,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:58:30,case_349,,
results_383,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:58:32,case_349,,
results_383,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:58:41,case_349,Laboratory,
prescription_384,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:58:43,case_349,,
prescription_384,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:58:45,case_349,Gynecologist,
disease_15,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:01:12,case_19,,
disease_15,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:01:15,case_19,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:01:17,case_19,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:01:20,case_19,,
blood sample_16,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:01:23,case_19,,
blood sample_16,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:01:26,case_19,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:01:27,case_19,,
results_17,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:01:31,case_19,,
results_17,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:01:31,case_19,Laboratory,
hospitalisation_18,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:01:37,case_19,,
admission request_19,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:01:40,case_19,,
admission request_19,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:01:49,case_19,Gynecologist,start
hospitalisation_18,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:01:53,case_19,Gynecologist,
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:01:57,case_19,,
patient analysis_20,P2P,send,Gynecologist,Forward patient analysis results,,patient analysis,SendTask,Gynecologist,2021-06-17 06:02:07,case_19,,
,,,Hospital,Request blood analysis,,,task,Hospital,2021-06-17 06:02:09,case_19,,
admission_21,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:02:10,case_19,,
admission_21,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:02:18,case_19,Hospital,
disease_138,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:19:05,case_139,,
disease_138,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:19:09,case_139,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:19:12,case_139,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:19:14,case_139,,
blood sample_139,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:19:14,case_139,,
blood sample_139,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:19:16,case_139,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:19:19,case_139,,
results_140,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:19:20,case_139,,
results_140,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:19:21,case_139,Laboratory,
hospitalisation_141,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:19:21,case_139,,
admission request_142,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:19:25,case_139,,
patient analysis_143,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 06:19:30,case_139,,
admission request_142,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:19:32,case_139,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:19:38,case_139,,
patient analysis_143,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 06:19:49,case_139,Gynecologist,
hospitalisation_141,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:19:55,case_139,Gynecologist,
admission_144,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:20:01,case_139,,
admission_144,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:20:04,case_139,Hospital,
disease_279,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:42:27,case_259,,
disease_279,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:42:29,case_259,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:42:34,case_259,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:42:37,case_259,,
blood sample_280,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:42:40,case_259,,
blood sample_280,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:42:44,case_259,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:42:45,case_259,,
results_281,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:42:47,case_259,,
results_281,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:42:49,case_259,Laboratory,
prescription_282,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:42:51,case_259,,
prescription_282,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:42:54,case_259,Gynecologist,
disease_265,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:40:01,case_249,,
disease_265,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:40:02,case_249,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:40:04,case_249,,
blood sample_266,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:40:12,case_249,,
blood sample_266,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:40:16,case_249,Gynecologist,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:40:16,case_249,,
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:40:21,case_249,,
results_267,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:40:25,case_249,,
results_267,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:40:28,case_249,Laboratory,
hospitalisation_268,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:40:29,case_249,,
admission request_269,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:40:30,case_249,,
patient analysis_270,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 06:40:42,case_249,,
hospitalisation_268,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:40:44,case_249,Gynecologist,
admission request_269,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:40:58,case_249,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:41:02,case_249,,
patient analysis_270,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 06:41:05,case_249,Gynecologist,
admission_271,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:41:08,case_249,,
admission_271,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:41:12,case_249,Hospital,
disease_74,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:10:14,case_74,,
disease_74,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:10:18,case_74,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:10:23,case_74,,
blood sample_75,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:10:25,case_74,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:10:28,case_74,,
blood sample_75,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:10:32,case_74,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:10:34,case_74,,
results_76,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:10:39,case_74,,
results_76,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:10:44,case_74,Laboratory,
hospitalisation_77,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:10:44,case_74,,
admission request_78,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:10:47,case_74,,
patient analysis_79,P2P,send,Gynecologist,Forward patient analysis results,,patient analysis,SendTask,Gynecologist,2021-06-17 06:10:56,case_74,,
hospitalisation_77,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:11:03,case_74,Gynecologist,
admission request_78,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:11:09,case_74,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:11:14,case_74,,
,,,Hospital,Request blood analysis,,,task,Hospital,2021-06-17 06:11:23,case_74,,
admission_80,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:11:25,case_74,,
admission_80,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:11:30,case_74,Hospital,
disease_507,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:18:21,case_469,,
disease_507,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:18:25,case_469,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:18:30,case_469,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:18:34,case_469,,
blood sample_508,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:18:38,case_469,,
blood sample_508,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:18:41,case_469,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:18:45,case_469,,
results_509,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:18:49,case_469,,
results_509,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:18:53,case_469,Laboratory,
hospitalisation_510,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 07:18:57,case_469,,
hospitalisation_510,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 07:19:03,case_469,Gynecologist,
