msgInstanceId,msgProtocol,msgType,org:group,concept:name,collab:toParticipant,msgName,collab:elemType,collab:participant,time:timestamp,case:concept:name,collab:fromParticipant,eventType
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:06:08,case_389,,
results_430,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:06:10,case_389,,
results_430,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:06:14,case_389,Laboratory,
hospitalisation_431,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 07:06:14,case_389,,
hospitalisation_431,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 07:06:21,case_389,Gynecologist,
admission request_432,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 07:06:27,case_389,,
admission request_432,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 07:06:28,case_389,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 07:06:36,case_389,,
patient analysis_433,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 07:06:39,case_389,,
patient analysis_433,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 07:06:40,case_389,Gynecologist,
admission_434,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 07:06:42,case_389,,
admission_434,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 07:06:44,case_389,Hospital,
disease_454,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:09:34,case_414,,
disease_454,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:09:38,case_414,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:09:44,case_414,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:09:48,case_414,,
blood sample_455,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:09:53,case_414,,
blood sample_455,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:09:53,case_414,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:09:53,case_414,,
results_456,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:09:54,case_414,,
results_456,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:09:58,case_414,Laboratory,
prescription_457,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 07:10:02,case_414,,
prescription_457,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 07:10:07,case_414,Gynecologist,
disease_514,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:19:29,case_474,,
disease_514,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:19:34,case_474,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:19:41,case_474,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:19:43,case_474,,
blood sample_515,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:19:48,case_474,,
blood sample_515,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:19:48,case_474,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:19:51,case_474,,
results_516,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:19:51,case_474,,
results_516,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:19:54,case_474,Laboratory,
hospitalisation_517,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 07:19:57,case_474,,
admission request_518,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 07:19:57,case_474,,
patient analysis_519,P2P,send,Gynecologist,Forward patient analysis results,,patient analysis,SendTask,Gynecologist,2021-06-17 07:20:01,case_474,,
admission request_518,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 07:20:11,case_474,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 07:20:15,case_474,,
hospitalisation_517,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 07:20:22,case_474,Gynecologist,
,,,Hospital,Request blood analysis,,,task,Hospital,2021-06-17 07:20:27,case_474,,
admission_520,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 07:20:32,case_474,,
admission_520,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 07:20:36,case_474,Hospital,
disease_240,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:35:38,case_229,,
disease_240,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:35:38,case_229,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:35:40,case_229,,
blood sample_241,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:35:50,case_229,,
blood sample_241,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:35:55,case_229,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:36:00,case_229,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:36:04,case_229,,
results_242,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:36:12,case_229,,
results_242,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:36:17,case_229,Laboratory,
hospitalisation_243,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:36:22,case_229,,
admission request_244,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:36:25,case_229,,
admission request_244,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:36:31,case_229,Gynecologist,start
patient analysis_245,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 06:36:39,case_229,,
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:36:51,case_229,,
hospitalisation_243,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:37:03,case_229,Gynecologist,
patient analysis_245,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 06:37:04,case_229,Gynecologist,
admission_246,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:37:06,case_229,,
admission_246,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:37:13,case_229,Hospital,
disease_93,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:13:00,case_94,,
disease_93,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:13:05,case_94,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:13:08,case_94,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:13:12,case_94,,
blood sample_94,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:13:16,case_94,,
blood sample_94,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:13:16,case_94,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:13:17,case_94,,
results_95,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:13:22,case_94,,
results_95,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:13:22,case_94,Laboratory,
prescription_96,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:13:26,case_94,,
prescription_96,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:13:29,case_94,Gynecologist,
disease_356,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:54:20,case_329,,
disease_356,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:54:21,case_329,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:54:29,case_329,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:54:30,case_329,,
blood sample_357,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:54:31,case_329,,
blood sample_357,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:54:32,case_329,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:54:33,case_329,,
results_358,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:54:33,case_329,,
results_358,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:54:35,case_329,Laboratory,
hospitalisation_359,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:54:35,case_329,,
admission request_360,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:54:40,case_329,,
patient analysis_361,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 06:54:53,case_329,,
hospitalisation_359,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:54:56,case_329,Gynecologist,
admission request_360,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:55:01,case_329,Gynecologist,start
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:55:04,case_329,,
patient analysis_361,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 06:55:10,case_329,Gynecologist,
admission_362,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:55:12,case_329,,
admission_362,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:55:19,case_329,Hospital,
disease_157,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:22:07,case_159,,
disease_157,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:22:11,case_159,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:22:16,case_159,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:22:19,case_159,,
blood sample_158,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:22:23,case_159,,
blood sample_158,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:22:23,case_159,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:22:27,case_159,,
results_159,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:22:30,case_159,,
results_159,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:22:32,case_159,Laboratory,
hospitalisation_160,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:22:33,case_159,,
admission request_161,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:22:36,case_159,,
patient analysis_162,P2P,send,Gynecologist,Forward patient analysis results,Hospital,patient analysis,SendTask,Gynecologist,2021-06-17 06:22:41,case_159,,
admission request_161,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:22:55,case_159,Gynecologist,start
hospitalisation_160,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:23:13,case_159,Gynecologist,
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:23:18,case_159,,
patient analysis_162,P2P,receive,Hospital,Receive patient results,,patient analysis,ReceiveTask,Hospital,2021-06-17 06:23:20,case_159,Gynecologist,
admission_163,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:23:24,case_159,,
admission_163,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:23:24,case_159,Hospital,
disease_62,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:08:48,case_59,,
disease_62,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:08:53,case_59,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:08:59,case_59,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:09:01,case_59,,
blood sample_63,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:09:06,case_59,,
blood sample_63,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:09:08,case_59,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:09:09,case_59,,
results_64,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:09:13,case_59,,
results_64,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:09:16,case_59,Laboratory,
prescription_65,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:09:17,case_59,,
prescription_65,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:09:18,case_59,Gynecologist,
disease_66,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:09:21,case_64,,
disease_66,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:09:23,case_64,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:09:27,case_64,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:09:29,case_64,,
blood sample_67,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:09:33,case_64,,
blood sample_67,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:09:36,case_64,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:09:37,case_64,,
results_68,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:09:39,case_64,,
results_68,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:09:43,case_64,Laboratory,
prescription_69,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:09:45,case_64,,
prescription_69,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:09:48,case_64,Gynecologist,
disease_439,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:07:12,case_399,,
disease_439,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:07:17,case_399,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:07:17,case_399,,
blood sample_440,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:07:19,case_399,,
blood sample_440,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:07:24,case_399,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:07:28,case_399,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:07:28,case_399,,
results_441,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:07:34,case_399,,
results_441,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:07:36,case_399,Laboratory,
prescription_442,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 07:07:41,case_399,,
prescription_442,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 07:07:42,case_399,Gynecologist,
disease_149,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:20:50,case_149,,
disease_149,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:20:52,case_149,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:20:55,case_149,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:21:02,case_149,,
blood sample_150,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:21:07,case_149,,
blood sample_150,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:21:09,case_149,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:21:11,case_149,,
results_151,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:21:14,case_149,,
results_151,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:21:20,case_149,Laboratory,
prescription_152,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:21:22,case_149,,
prescription_152,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:21:29,case_149,Gynecologist,
disease_123,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:17:03,case_124,,
disease_123,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:17:03,case_124,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:17:08,case_124,,
blood sample_124,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:17:15,case_124,,
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:17:17,case_124,,
blood sample_124,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:17:21,case_124,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:17:24,case_124,,
results_125,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:17:26,case_124,,
results_125,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:17:33,case_124,Laboratory,
prescription_126,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:17:37,case_124,,
prescription_126,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:17:41,case_124,Gynecologist,
disease_381,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:58:17,case_349,,
disease_381,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:58:19,case_349,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:58:19,case_349,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:58:23,case_349,,
blood sample_382,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:58:26,case_349,,
blood sample_382,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:58:29,case_349,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:58:30,case_349,,
results_383,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:58:32,case_349,,
results_383,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:58:41,case_349,Laboratory,
prescription_384,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:58:43,case_349,,
prescription_384,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:58:45,case_349,Gynecologist,
disease_528,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:21:40,case_484,,
disease_528,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:21:44,case_484,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:21:47,case_484,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:21:52,case_484,,
blood sample_529,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:21:56,case_484,,
blood sample_529,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:21:59,case_484,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:22:04,case_484,,
results_530,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:22:08,case_484,,
results_530,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:22:13,case_484,Laboratory,
prescription_531,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 07:22:16,case_484,,
prescription_531,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 07:22:21,case_484,Gynecologist,
disease_15,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:01:12,case_19,,
disease_15,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:01:15,case_19,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:01:17,case_19,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:01:20,case_19,,
blood sample_16,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:01:23,case_19,,
blood sample_16,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:01:26,case_19,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:01:27,case_19,,
results_17,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:01:31,case_19,,
results_17,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:01:31,case_19,Laboratory,
hospitalisation_18,P2P,send,Gynecologist,Communicate the need to hospitalise,Patient,hospitalisation,SendTask,Gynecologist,2021-06-17 06:01:37,case_19,,
admission request_19,P2P,send,Gynecologist,Require patient admission,Hospital,admission request,SendTask,Gynecologist,2021-06-17 06:01:40,case_19,,
admission request_19,P2P,receive,Hospital,Admit patient,,admission request,ReceiveTask,Hospital,2021-06-17 06:01:49,case_19,Gynecologist,start
hospitalisation_18,P2P,receive,Patient,Hospitalisation needed,,hospitalisation,ReceiveTask,Patient,2021-06-17 06:01:53,case_19,Gynecologist,
,,,Hospital,Create medical record,,,task,Hospital,2021-06-17 06:01:57,case_19,,
patient analysis_20,P2P,send,Gynecologist,Forward patient analysis results,,patient analysis,SendTask,Gynecologist,2021-06-17 06:02:07,case_19,,
,,,Hospital,Request blood analysis,,,task,Hospital,2021-06-17 06:02:09,case_19,,
admission_21,P2P,send,Hospital,Send admission info,Patient,admission,SendTask,Hospital,2021-06-17 06:02:10,case_19,,
admission_21,P2P,receive,Patient,Receive admission info,,admission,ReceiveTask,Patient,2021-06-17 06:02:18,case_19,Hospital,
disease_491,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 07:15:47,case_449,,
disease_491,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 07:15:48,case_449,Patient,start
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 07:15:49,case_449,,
blood sample_492,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 07:15:53,case_449,,
blood sample_492,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 07:16:04,case_449,Gynecologist,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 07:16:07,case_449,,
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 07:16:12,case_449,,
results_493,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 07:16:15,case_449,,
results_493,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 07:16:21,case_449,Laboratory,
prescription_494,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 07:16:22,case_449,,
prescription_494,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 07:16:29,case_449,Gynecologist,
disease_51,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:06:58,case_49,,
disease_51,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:07:01,case_49,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:07:06,case_49,,
,,,Gynecologist,Blood draw,,,task,Gynecologist,2021-06-17 06:07:13,case_49,,
blood sample_52,P2P,send,Gynecologist,Send blood sample,Laboratory,blood sample,SendTask,Gynecologist,2021-06-17 06:07:18,case_49,,
blood sample_52,P2P,receive,Laboratory,Receive blood sample,,blood sample,ReceiveTask,Laboratory,2021-06-17 06:07:20,case_49,Gynecologist,start
,,,Laboratory,Analyse blood sample,,,task,Laboratory,2021-06-17 06:07:24,case_49,,
results_53,P2P,send,Laboratory,Send results,Gynecologist,results,SendTask,Laboratory,2021-06-17 06:07:28,case_49,,
results_53,P2P,receive,Gynecologist,Receive blood analysis results,,results,ReceiveTask,Gynecologist,2021-06-17 06:07:33,case_49,Laboratory,
prescription_54,P2P,send,Gynecologist,Send prescription,Patient,prescription,SendTask,Gynecologist,2021-06-17 06:07:36,case_49,,
prescription_54,P2P,receive,Patient,Receive prescription,,prescription,ReceiveTask,Patient,2021-06-17 06:07:37,case_49,Gynecologist,
disease_279,P2P,send,Patient,Communicate disease,Gynecologist,disease,SendTask,Patient,2021-06-17 06:42:27,case_259,,
disease_279,P2P,receive,Gynecologist,Receive disease info,,disease,ReceiveTask,Gynecologist,2021-06-17 06:42:29,case_259,Patient,start
,,,Gynecologist,Examine patient,,,task,Gynecologist,2021-06-17 06:42:34,case_259,,
