collab:elemType,org:group,concept:name,collab:participant,time:timestamp,case:concept:name,msgInstanceId,msgType,collab:toParticipant,msgFlow,collab:fromParticipant,eventType,collab:elemType_collab:participant
SendTask,PartyA,Activity E,PartyA,2021-06-23 09:40:07,case_479,m3_504,send,PartyB,m3,,,SendTask_PartyA
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 09:40:08,case_479,m1_505,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity DD,PartyB,2021-06-23 09:40:12,case_479,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 09:40:13,case_479,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 09:40:15,case_479,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 09:40:18,case_479,m3_504,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity N,PartyB,2021-06-23 09:40:22,case_479,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 09:40:26,case_479,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 07:30:07,case_174,,,,,,,task_PartyA
SendTask,PartyB,Activity AA,PartyB,2021-06-23 07:30:11,case_174,m4_183,send,PartyC,m4,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 07:30:15,case_174,m4_183,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyC,Activity ZA,PartyC,2021-06-23 07:30:20,case_174,,,,,,,task_PartyC
task,PartyB,Activity BB,PartyB,2021-06-23 07:30:27,case_174,,,,,,,task_PartyB
task,PartyC,Activity CZ,PartyC,2021-06-23 07:30:40,case_174,,,,,,,task_PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 07:30:42,case_174,m5_184,send,PartyB,m5,,,SendTask_PartyC
SendTask,PartyB,Activity CC,PartyB,2021-06-23 07:30:43,case_174,m1_182,send,PartyA,m1,,,SendTask_PartyB
task,PartyC,Activity BZ,PartyC,2021-06-23 07:30:46,case_174,,,,,,,task_PartyC
task,PartyB,Activity G,PartyB,2021-06-23 07:30:49,case_174,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 07:30:53,case_174,m5_184,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyB,Activity FF,PartyB,2021-06-23 07:30:56,case_174,,,,,,,task_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 07:31:00,case_174,m2_180,send,PartyA,m2,,,SendTask_PartyB
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 07:31:02,case_174,m2_180,receive,,m2,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity DD,PartyB,2021-06-23 07:31:02,case_174,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 07:31:06,case_174,,,,,,,task_PartyB
task,PartyA,Activity B,PartyA,2021-06-23 07:31:16,case_174,,,,,,,task_PartyA
task,PartyB,Activity J,PartyB,2021-06-23 07:31:19,case_174,,,,,,,task_PartyB
SendTask,PartyA,Activity E,PartyA,2021-06-23 07:31:23,case_174,m3_181,send,PartyB,m3,,,SendTask_PartyA
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 07:31:27,case_174,m3_181,receive,,m3,PartyA,,ReceiveTask_PartyB
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 07:31:39,case_174,m1_182,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity N,PartyB,2021-06-23 07:31:43,case_174,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 07:31:45,case_174,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 08:42:52,case_344,,,,,,,task_PartyA
task,PartyA,Activity C,PartyA,2021-06-23 08:43:01,case_344,,,,,,,task_PartyA
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:43:08,case_344,m4_364,send,PartyC,m4,,,SendTask_PartyB
task,PartyA,Activity B,PartyA,2021-06-23 08:43:14,case_344,,,,,,,task_PartyA
task,PartyB,Activity BB,PartyB,2021-06-23 08:43:18,case_344,,,,,,,task_PartyB
SendTask,PartyA,Activity E,PartyA,2021-06-23 08:43:30,case_344,m3_362,send,PartyB,m3,,,SendTask_PartyA
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:43:37,case_344,m4_364,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyC,Activity ZA,PartyC,2021-06-23 08:43:44,case_344,,,,,,,task_PartyC
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:43:47,case_344,m1_363,send,PartyA,m1,,,SendTask_PartyB
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 08:43:56,case_344,m1_363,receive,,m1,PartyB,,ReceiveTask_PartyA
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:44:01,case_344,m2_365,send,,m2,,,SendTask_PartyB
task,PartyB,Activity FF,PartyB,2021-06-23 08:44:01,case_344,,,,,,,task_PartyB
task,PartyB,Activity G,PartyB,2021-06-23 08:44:04,case_344,,,,,,,task_PartyB
task,PartyC,Activity CZ,PartyC,2021-06-23 08:44:05,case_344,,,,,,,task_PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:44:07,case_344,m5_366,send,PartyB,m5,,,SendTask_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:44:12,case_344,m5_366,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyC,Activity BZ,PartyC,2021-06-23 08:44:18,case_344,,,,,,,task_PartyC
task,PartyB,Activity DD,PartyB,2021-06-23 08:44:22,case_344,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 08:44:22,case_344,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 08:44:22,case_344,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 08:44:24,case_344,m3_362,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity O,PartyB,2021-06-23 08:44:28,case_344,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 08:44:29,case_344,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 09:05:09,case_399,,,,,,,task_PartyA
SendTask,PartyB,Activity AA,PartyB,2021-06-23 09:05:13,case_399,m4_422,send,PartyC,m4,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 09:05:17,case_399,m4_422,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyB,Activity BB,PartyB,2021-06-23 09:05:18,case_399,,,,,,,task_PartyB
task,PartyC,Activity ZA,PartyC,2021-06-23 09:05:20,case_399,,,,,,,task_PartyC
SendTask,PartyB,Activity CC,PartyB,2021-06-23 09:05:25,case_399,m1_421,send,PartyA,m1,,,SendTask_PartyB
task,PartyB,Activity G,PartyB,2021-06-23 09:05:29,case_399,,,,,,,task_PartyB
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 09:05:34,case_399,m5_423,send,PartyB,m5,,,SendTask_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 09:05:39,case_399,m5_423,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyB,Activity FF,PartyB,2021-06-23 09:05:41,case_399,,,,,,,task_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 09:05:44,case_399,m2_419,send,PartyA,m2,,,SendTask_PartyB
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 09:05:47,case_399,m2_419,receive,,m2,PartyB,,ReceiveTask_PartyA
task,PartyC,Activity CZ,PartyC,2021-06-23 09:05:48,case_399,,,,,,,task_PartyC
task,PartyB,Activity DD,PartyB,2021-06-23 09:05:52,case_399,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 09:06:03,case_399,,,,,,,task_PartyB
task,PartyC,Activity BZ,PartyC,2021-06-23 09:06:15,case_399,,,,,,,task_PartyC
task,PartyB,Activity J,PartyB,2021-06-23 09:06:20,case_399,,,,,,,task_PartyB
task,PartyA,Activity B,PartyA,2021-06-23 09:06:23,case_399,,,,,,,task_PartyA
SendTask,PartyA,Activity E,PartyA,2021-06-23 09:06:28,case_399,m3_420,send,PartyB,m3,,,SendTask_PartyA
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 09:06:32,case_399,m3_420,receive,,m3,PartyA,,ReceiveTask_PartyB
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 09:06:42,case_399,m1_421,receive,,m1,PartyB,,ReceiveTask_PartyA
SendTask,PartyB,Activity M,PartyB,2021-06-23 09:06:48,case_399,M7_424,send,PartyD,M7,,,SendTask_PartyB
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 09:06:55,case_399,M7_424,receive,,M7,PartyB,start,ReceiveTask_PartyD
task,PartyB,Activity L,PartyB,2021-06-23 09:07:04,case_399,,,,,,,task_PartyB
task,PartyD,Activity ZAZ,PartyD,2021-06-23 09:07:09,case_399,,,,,,,task_PartyD
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:49:06,case_359,m4_379,send,PartyC,m4,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:49:17,case_359,m4_379,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyC,Activity ZA,PartyC,2021-06-23 08:49:22,case_359,,,,,,,task_PartyC
task,PartyA,Activity A,PartyA,2021-06-23 08:49:26,case_359,,,,,,,task_PartyA
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:49:41,case_359,m5_381,send,PartyB,m5,,,SendTask_PartyC
task,PartyA,Activity C,PartyA,2021-06-23 08:49:47,case_359,,,,,,,task_PartyA
task,PartyA,Activity B,PartyA,2021-06-23 08:50:01,case_359,,,,,,,task_PartyA
SendTask,PartyA,Activity E,PartyA,2021-06-23 08:50:06,case_359,m3_377,send,PartyB,m3,,,SendTask_PartyA
task,PartyC,Activity CZ,PartyC,2021-06-23 08:50:10,case_359,,,,,,,task_PartyC
task,PartyB,Activity BB,PartyB,2021-06-23 08:50:10,case_359,,,,,,,task_PartyB
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:50:16,case_359,m1_378,send,PartyA,m1,,,SendTask_PartyB
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 08:50:22,case_359,m1_378,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyC,Activity BZ,PartyC,2021-06-23 08:50:31,case_359,,,,,,,task_PartyC
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:50:38,case_359,m2_380,send,,m2,,,SendTask_PartyB
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:50:42,case_359,m5_381,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyB,Activity G,PartyB,2021-06-23 08:50:44,case_359,,,,,,,task_PartyB
task,PartyB,Activity FF,PartyB,2021-06-23 08:50:44,case_359,,,,,,,task_PartyB
task,PartyB,Activity DD,PartyB,2021-06-23 08:50:47,case_359,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 08:50:50,case_359,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 08:50:52,case_359,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 08:50:53,case_359,m3_377,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity O,PartyB,2021-06-23 08:50:56,case_359,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 08:50:58,case_359,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 09:36:54,case_474,,,,,,,task_PartyA
SendTask,PartyB,Activity AA,PartyB,2021-06-23 09:36:58,case_474,m4_501,send,PartyC,m4,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 09:37:02,case_474,m4_501,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyB,Activity BB,PartyB,2021-06-23 09:37:02,case_474,,,,,,,task_PartyB
SendTask,PartyB,Activity CC,PartyB,2021-06-23 09:37:08,case_474,m1_500,send,PartyA,m1,,,SendTask_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 09:37:20,case_474,m2_498,send,PartyA,m2,,,SendTask_PartyB
task,PartyC,Activity ZA,PartyC,2021-06-23 09:37:24,case_474,,,,,,,task_PartyC
task,PartyB,Activity FF,PartyB,2021-06-23 09:37:24,case_474,,,,,,,task_PartyB
task,PartyB,Activity G,PartyB,2021-06-23 09:37:31,case_474,,,,,,,task_PartyB
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 09:37:39,case_474,m5_502,send,PartyB,m5,,,SendTask_PartyC
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 09:37:44,case_474,m2_498,receive,,m2,PartyB,,ReceiveTask_PartyA
task,PartyC,Activity CZ,PartyC,2021-06-23 09:38:05,case_474,,,,,,,task_PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 09:38:14,case_474,,,,,,,task_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 09:38:15,case_474,m5_502,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyA,Activity B,PartyA,2021-06-23 09:38:32,case_474,,,,,,,task_PartyA
SendTask,PartyA,Activity E,PartyA,2021-06-23 09:38:36,case_474,m3_499,send,PartyB,m3,,,SendTask_PartyA
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 09:38:44,case_474,m1_500,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity DD,PartyB,2021-06-23 09:38:46,case_474,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 09:38:49,case_474,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 09:38:52,case_474,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 09:38:56,case_474,m3_499,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity O,PartyB,2021-06-23 09:39:00,case_474,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 09:39:02,case_474,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 08:22:59,case_299,,,,,,,task_PartyA
task,PartyA,Activity C,PartyA,2021-06-23 08:23:10,case_299,,,,,,,task_PartyA
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:23:13,case_299,m4_313,send,PartyC,m4,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:23:17,case_299,m4_313,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyB,Activity BB,PartyB,2021-06-23 08:23:18,case_299,,,,,,,task_PartyB
task,PartyA,Activity B,PartyA,2021-06-23 08:23:34,case_299,,,,,,,task_PartyA
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:23:38,case_299,m1_312,send,PartyA,m1,,,SendTask_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:23:51,case_299,m2_314,send,,m2,,,SendTask_PartyB
SendTask,PartyA,Activity E,PartyA,2021-06-23 08:23:54,case_299,m3_311,send,PartyB,m3,,,SendTask_PartyA
task,PartyC,Activity ZA,PartyC,2021-06-23 08:24:04,case_299,,,,,,,task_PartyC
task,PartyB,Activity G,PartyB,2021-06-23 08:24:08,case_299,,,,,,,task_PartyB
task,PartyB,Activity FF,PartyB,2021-06-23 08:24:13,case_299,,,,,,,task_PartyB
task,PartyC,Activity CZ,PartyC,2021-06-23 08:24:19,case_299,,,,,,,task_PartyC
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 08:24:22,case_299,m1_312,receive,,m1,PartyB,,ReceiveTask_PartyA
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:24:27,case_299,m5_315,send,PartyB,m5,,,SendTask_PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 08:24:33,case_299,,,,,,,task_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:24:42,case_299,m5_315,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyB,Activity DD,PartyB,2021-06-23 08:24:46,case_299,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 08:24:50,case_299,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 08:24:53,case_299,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 08:24:57,case_299,m3_311,receive,,m3,PartyA,,ReceiveTask_PartyB
SendTask,PartyB,Activity M,PartyB,2021-06-23 08:24:58,case_299,M7_316,send,PartyD,M7,,,SendTask_PartyB
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 08:25:03,case_299,M7_316,receive,,M7,PartyB,start,ReceiveTask_PartyD
task,PartyD,Activity ZAZ,PartyD,2021-06-23 08:25:04,case_299,,,,,,,task_PartyD
task,PartyB,Activity L,PartyB,2021-06-23 08:25:04,case_299,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 06:29:48,case_34,,,,,,,task_PartyA
SendTask,PartyB,Activity AA,PartyB,2021-06-23 06:29:52,case_34,m4_34,send,PartyC,m4,,,SendTask_PartyB
task,PartyB,Activity BB,PartyB,2021-06-23 06:29:54,case_34,,,,,,,task_PartyB
SendTask,PartyB,Activity CC,PartyB,2021-06-23 06:29:59,case_34,m1_33,send,PartyA,m1,,,SendTask_PartyB
task,PartyB,Activity G,PartyB,2021-06-23 06:30:08,case_34,,,,,,,task_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 06:30:15,case_34,m4_34,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyB,Activity FF,PartyB,2021-06-23 06:30:19,case_34,,,,,,,task_PartyB
task,PartyC,Activity ZA,PartyC,2021-06-23 06:30:28,case_34,,,,,,,task_PartyC
SendTask,PartyB,Activity EE,PartyB,2021-06-23 06:30:32,case_34,m2_31,send,PartyA,m2,,,SendTask_PartyB
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:30:32,case_34,m2_31,receive,,m2,PartyB,,ReceiveTask_PartyA
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:30:39,case_34,m5_35,send,PartyB,m5,,,SendTask_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 06:30:44,case_34,m5_35,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyC,Activity CZ,PartyC,2021-06-23 06:31:01,case_34,,,,,,,task_PartyC
task,PartyB,Activity DD,PartyB,2021-06-23 06:31:02,case_34,,,,,,,task_PartyB
task,PartyC,Activity BZ,PartyC,2021-06-23 06:31:13,case_34,,,,,,,task_PartyC
task,PartyB,Activity I,PartyB,2021-06-23 06:31:18,case_34,,,,,,,task_PartyB
task,PartyA,Activity B,PartyA,2021-06-23 06:31:25,case_34,,,,,,,task_PartyA
task,PartyB,Activity J,PartyB,2021-06-23 06:31:27,case_34,,,,,,,task_PartyB
SendTask,PartyA,Activity E,PartyA,2021-06-23 06:31:29,case_34,m3_32,send,PartyB,m3,,,SendTask_PartyA
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 06:31:35,case_34,m1_33,receive,,m1,PartyB,,ReceiveTask_PartyA
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 06:31:37,case_34,m3_32,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity O,PartyB,2021-06-23 06:31:43,case_34,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 06:31:45,case_34,,,,,,,task_PartyB
SendTask,PartyB,Activity AA,PartyB,2021-06-23 08:01:48,case_244,m4_257,send,PartyC,m4,,,SendTask_PartyB
task,PartyB,Activity BB,PartyB,2021-06-23 08:01:53,case_244,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 08:02:06,case_244,,,,,,,task_PartyA
ReceiveTask,PartyC,Start,PartyC,2021-06-23 08:02:15,case_244,m4_257,receive,,m4,PartyB,start,ReceiveTask_PartyC
SendTask,PartyB,Activity CC,PartyB,2021-06-23 08:02:24,case_244,m1_256,send,PartyA,m1,,,SendTask_PartyB
task,PartyB,Activity G,PartyB,2021-06-23 08:02:38,case_244,,,,,,,task_PartyB
task,PartyA,Activity C,PartyA,2021-06-23 08:02:47,case_244,,,,,,,task_PartyA
SendTask,PartyB,Activity EE,PartyB,2021-06-23 08:02:49,case_244,m2_258,send,,m2,,,SendTask_PartyB
task,PartyA,Activity B,PartyA,2021-06-23 08:03:00,case_244,,,,,,,task_PartyA
SendTask,PartyA,Activity E,PartyA,2021-06-23 08:03:06,case_244,m3_255,send,PartyB,m3,,,SendTask_PartyA
task,PartyB,Activity FF,PartyB,2021-06-23 08:03:08,case_244,,,,,,,task_PartyB
task,PartyC,Activity ZA,PartyC,2021-06-23 08:03:14,case_244,,,,,,,task_PartyC
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 08:03:19,case_244,m1_256,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyC,Activity CZ,PartyC,2021-06-23 08:03:25,case_244,,,,,,,task_PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 08:03:26,case_244,m5_259,send,PartyB,m5,,,SendTask_PartyC
task,PartyC,Activity BZ,PartyC,2021-06-23 08:03:30,case_244,,,,,,,task_PartyC
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 08:03:31,case_244,m5_259,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyB,Activity DD,PartyB,2021-06-23 08:03:37,case_244,,,,,,,task_PartyB
task,PartyB,Activity I,PartyB,2021-06-23 08:03:39,case_244,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 08:03:39,case_244,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 08:03:44,case_244,m3_255,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity N,PartyB,2021-06-23 08:03:45,case_244,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 08:03:46,case_244,,,,,,,task_PartyB
SendTask,PartyB,Activity AA,PartyB,2021-06-23 06:19:37,case_9,m4_8,send,PartyC,m4,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 06:19:40,case_9,m4_8,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyB,Activity BB,PartyB,2021-06-23 06:19:50,case_9,,,,,,,task_PartyB
task,PartyC,Activity ZA,PartyC,2021-06-23 06:20:07,case_9,,,,,,,task_PartyC
SendTask,PartyB,Activity CC,PartyB,2021-06-23 06:20:14,case_9,m1_7,send,PartyA,m1,,,SendTask_PartyB
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:20:27,case_9,m5_9,send,PartyB,m5,,,SendTask_PartyC
task,PartyC,Activity CZ,PartyC,2021-06-23 06:20:30,case_9,,,,,,,task_PartyC
task,PartyA,Activity A,PartyA,2021-06-23 06:20:36,case_9,,,,,,,task_PartyA
task,PartyB,Activity G,PartyB,2021-06-23 06:20:44,case_9,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 06:20:47,case_9,m5_9,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyC,Activity BZ,PartyC,2021-06-23 06:20:57,case_9,,,,,,,task_PartyC
task,PartyB,Activity FF,PartyB,2021-06-23 06:21:01,case_9,,,,,,,task_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 06:21:03,case_9,m2_5,send,PartyA,m2,,,SendTask_PartyB
task,PartyB,Activity DD,PartyB,2021-06-23 06:21:08,case_9,,,,,,,task_PartyB
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 06:21:12,case_9,m2_5,receive,,m2,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity I,PartyB,2021-06-23 06:21:14,case_9,,,,,,,task_PartyB
task,PartyB,Activity J,PartyB,2021-06-23 06:21:17,case_9,,,,,,,task_PartyB
task,PartyA,Activity B,PartyA,2021-06-23 06:21:21,case_9,,,,,,,task_PartyA
SendTask,PartyA,Activity E,PartyA,2021-06-23 06:21:25,case_9,m3_6,send,PartyB,m3,,,SendTask_PartyA
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 06:21:26,case_9,m3_6,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity O,PartyB,2021-06-23 06:21:34,case_9,,,,,,,task_PartyB
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 06:21:39,case_9,m1_7,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity L,PartyB,2021-06-23 06:21:46,case_9,,,,,,,task_PartyB
SendTask,PartyB,Activity AA,PartyB,2021-06-23 06:59:13,case_104,m4_110,send,PartyC,m4,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 06:59:22,case_104,m4_110,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyC,Activity ZA,PartyC,2021-06-23 06:59:31,case_104,,,,,,,task_PartyC
task,PartyA,Activity A,PartyA,2021-06-23 06:59:37,case_104,,,,,,,task_PartyA
task,PartyB,Activity BB,PartyB,2021-06-23 06:59:37,case_104,,,,,,,task_PartyB
task,PartyC,Activity CZ,PartyC,2021-06-23 06:59:48,case_104,,,,,,,task_PartyC
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 06:59:59,case_104,m5_111,send,PartyB,m5,,,SendTask_PartyC
SendTask,PartyB,Activity CC,PartyB,2021-06-23 07:00:03,case_104,m1_109,send,PartyA,m1,,,SendTask_PartyB
task,PartyC,Activity BZ,PartyC,2021-06-23 07:00:14,case_104,,,,,,,task_PartyC
task,PartyB,Activity G,PartyB,2021-06-23 07:00:16,case_104,,,,,,,task_PartyB
task,PartyB,Activity FF,PartyB,2021-06-23 07:00:23,case_104,,,,,,,task_PartyB
SendTask,PartyB,Activity EE,PartyB,2021-06-23 07:00:26,case_104,m2_107,send,PartyA,m2,,,SendTask_PartyB
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 07:00:28,case_104,m2_107,receive,,m2,PartyB,,ReceiveTask_PartyA
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 07:00:31,case_104,m5_111,receive,,m5,PartyC,,ReceiveTask_PartyB
task,PartyB,Activity DD,PartyB,2021-06-23 07:00:35,case_104,,,,,,,task_PartyB
task,PartyA,Activity B,PartyA,2021-06-23 07:00:47,case_104,,,,,,,task_PartyA
SendTask,PartyA,Activity E,PartyA,2021-06-23 07:00:53,case_104,m3_108,send,PartyB,m3,,,SendTask_PartyA
task,PartyB,Activity I,PartyB,2021-06-23 07:00:55,case_104,,,,,,,task_PartyB
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 07:01:07,case_104,m1_109,receive,,m1,PartyB,,ReceiveTask_PartyA
task,PartyB,Activity J,PartyB,2021-06-23 07:01:09,case_104,,,,,,,task_PartyB
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 07:01:14,case_104,m3_108,receive,,m3,PartyA,,ReceiveTask_PartyB
task,PartyB,Activity N,PartyB,2021-06-23 07:01:19,case_104,,,,,,,task_PartyB
task,PartyB,Activity L,PartyB,2021-06-23 07:01:20,case_104,,,,,,,task_PartyB
task,PartyA,Activity A,PartyA,2021-06-23 07:43:02,case_204,,,,,,,task_PartyA
SendTask,PartyB,Activity AA,PartyB,2021-06-23 07:43:04,case_204,m4_216,send,PartyC,m4,,,SendTask_PartyB
ReceiveTask,PartyC,Start,PartyC,2021-06-23 07:43:09,case_204,m4_216,receive,,m4,PartyB,start,ReceiveTask_PartyC
task,PartyC,Activity ZA,PartyC,2021-06-23 07:43:19,case_204,,,,,,,task_PartyC
task,PartyB,Activity BB,PartyB,2021-06-23 07:43:21,case_204,,,,,,,task_PartyB
