collab:elemType,org:group,concept:name,collab:participant,time:timestamp,case:concept:name,msgInstanceId,msgType,collab:toParticipant,msgFlow,collab:fromParticipant,eventType
SendTask,PartyA,Activity E,PartyA,2021-06-23 9:40:07,case_479,m3_504,send,PartyB,m3,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 9:40:08,case_479,m1_505,receive,,m1,PartyB,
task,PartyB,Activity DD,PartyB,2021-06-23 9:40:12,case_479,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 9:40:13,case_479,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 9:40:15,case_479,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 9:40:18,case_479,m3_504,receive,,m3,PartyA,
task,PartyB,Activity N,PartyB,2021-06-23 9:40:22,case_479,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 9:40:26,case_479,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 7:30:07,case_174,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 7:30:11,case_174,m4_183,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 7:30:15,case_174,m4_183,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 7:30:20,case_174,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 7:30:27,case_174,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 7:30:40,case_174,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 7:30:42,case_174,m5_184,send,PartyB,m5,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 7:30:43,case_174,m1_182,send,PartyA,m1,,
task,PartyC,Activity BZ,PartyC,2021-06-23 7:30:46,case_174,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 7:30:49,case_174,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 7:30:53,case_174,m5_184,receive,,m5,PartyC,
task,PartyB,Activity FF,PartyB,2021-06-23 7:30:56,case_174,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 7:31:00,case_174,m2_180,send,PartyA,m2,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 7:31:02,case_174,m2_180,receive,,m2,PartyB,
task,PartyB,Activity DD,PartyB,2021-06-23 7:31:02,case_174,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 7:31:06,case_174,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 7:31:16,case_174,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 7:31:19,case_174,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 7:31:23,case_174,m3_181,send,PartyB,m3,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 7:31:27,case_174,m3_181,receive,,m3,PartyA,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 7:31:39,case_174,m1_182,receive,,m1,PartyB,
task,PartyB,Activity N,PartyB,2021-06-23 7:31:43,case_174,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 7:31:45,case_174,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 7:34:19,case_184,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 7:34:20,case_184,m4_193,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 7:34:35,case_184,m4_193,receive,,m4,PartyB,start
task,PartyB,Activity BB,PartyB,2021-06-23 7:34:38,case_184,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 7:34:44,case_184,m1_192,send,PartyA,m1,,
task,PartyC,Activity ZA,PartyC,2021-06-23 7:34:57,case_184,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 7:35:07,case_184,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 7:35:10,case_184,m5_194,send,PartyB,m5,,
task,PartyB,Activity G,PartyB,2021-06-23 7:35:10,case_184,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 7:35:18,case_184,m2_190,send,PartyA,m2,,
task,PartyC,Activity BZ,PartyC,2021-06-23 7:35:26,case_184,,,,,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 7:35:32,case_184,m2_190,receive,,m2,PartyB,
task,PartyB,Activity FF,PartyB,2021-06-23 7:35:33,case_184,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 7:35:38,case_184,m5_194,receive,,m5,PartyC,
task,PartyA,Activity B,PartyA,2021-06-23 7:35:41,case_184,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 7:35:50,case_184,m3_191,send,PartyB,m3,,
task,PartyB,Activity DD,PartyB,2021-06-23 7:35:53,case_184,,,,,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 7:36:03,case_184,m1_192,receive,,m1,PartyB,
task,PartyB,Activity I,PartyB,2021-06-23 7:36:03,case_184,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 7:36:13,case_184,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 7:36:17,case_184,m3_191,receive,,m3,PartyA,
SendTask,PartyB,Activity M,PartyB,2021-06-23 7:36:21,case_184,M7_195,send,PartyD,M7,,
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 7:36:24,case_184,M7_195,receive,,M7,PartyB,start
task,PartyB,Activity L,PartyB,2021-06-23 7:36:33,case_184,,,,,,
task,PartyD,Activity ZAZ,PartyD,2021-06-23 7:36:38,case_184,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 8:42:52,case_344,,,,,,
task,PartyA,Activity C,PartyA,2021-06-23 8:43:01,case_344,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 8:43:08,case_344,m4_364,send,PartyC,m4,,
task,PartyA,Activity B,PartyA,2021-06-23 8:43:14,case_344,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 8:43:18,case_344,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 8:43:30,case_344,m3_362,send,PartyB,m3,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 8:43:37,case_344,m4_364,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 8:43:44,case_344,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 8:43:47,case_344,m1_363,send,PartyA,m1,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 8:43:56,case_344,m1_363,receive,,m1,PartyB,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 8:44:01,case_344,m2_365,send,,m2,,
task,PartyB,Activity FF,PartyB,2021-06-23 8:44:01,case_344,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 8:44:04,case_344,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 8:44:05,case_344,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 8:44:07,case_344,m5_366,send,PartyB,m5,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 8:44:12,case_344,m5_366,receive,,m5,PartyC,
task,PartyC,Activity BZ,PartyC,2021-06-23 8:44:18,case_344,,,,,,
task,PartyB,Activity DD,PartyB,2021-06-23 8:44:22,case_344,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 8:44:22,case_344,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 8:44:22,case_344,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 8:44:24,case_344,m3_362,receive,,m3,PartyA,
task,PartyB,Activity O,PartyB,2021-06-23 8:44:28,case_344,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 8:44:29,case_344,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 8:32:18,case_319,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 8:32:22,case_319,m4_335,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 8:32:27,case_319,m4_335,receive,,m4,PartyB,start
task,PartyB,Activity BB,PartyB,2021-06-23 8:32:31,case_319,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 8:32:36,case_319,m1_334,send,PartyA,m1,,
task,PartyC,Activity ZA,PartyC,2021-06-23 8:32:47,case_319,,,,,,
task,PartyA,Activity C,PartyA,2021-06-23 8:32:51,case_319,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 8:33:01,case_319,m2_336,send,,m2,,
task,PartyB,Activity G,PartyB,2021-06-23 8:33:01,case_319,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 8:33:09,case_319,m5_337,send,PartyB,m5,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 8:33:11,case_319,m5_337,receive,,m5,PartyC,
task,PartyB,Activity FF,PartyB,2021-06-23 8:33:20,case_319,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 8:33:24,case_319,,,,,,
task,PartyB,Activity DD,PartyB,2021-06-23 8:33:31,case_319,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 8:33:43,case_319,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 8:33:48,case_319,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 8:33:59,case_319,m3_333,send,PartyB,m3,,
task,PartyC,Activity BZ,PartyC,2021-06-23 8:34:07,case_319,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 8:34:17,case_319,,,,,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 8:34:21,case_319,m1_334,receive,,m1,PartyB,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 8:34:23,case_319,m3_333,receive,,m3,PartyA,
SendTask,PartyB,Activity M,PartyB,2021-06-23 8:34:24,case_319,M7_338,send,PartyD,M7,,
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 8:34:26,case_319,M7_338,receive,,M7,PartyB,start
task,PartyB,Activity L,PartyB,2021-06-23 8:34:32,case_319,,,,,,
task,PartyD,Activity ZAZ,PartyD,2021-06-23 8:34:38,case_319,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 9:36:54,case_474,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 9:36:58,case_474,m4_501,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 9:37:02,case_474,m4_501,receive,,m4,PartyB,start
task,PartyB,Activity BB,PartyB,2021-06-23 9:37:02,case_474,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 9:37:08,case_474,m1_500,send,PartyA,m1,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 9:37:20,case_474,m2_498,send,PartyA,m2,,
task,PartyC,Activity ZA,PartyC,2021-06-23 9:37:24,case_474,,,,,,
task,PartyB,Activity FF,PartyB,2021-06-23 9:37:24,case_474,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 9:37:31,case_474,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 9:37:39,case_474,m5_502,send,PartyB,m5,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 9:37:44,case_474,m2_498,receive,,m2,PartyB,
task,PartyC,Activity CZ,PartyC,2021-06-23 9:38:05,case_474,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 9:38:14,case_474,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 9:38:15,case_474,m5_502,receive,,m5,PartyC,
task,PartyA,Activity B,PartyA,2021-06-23 9:38:32,case_474,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 9:38:36,case_474,m3_499,send,PartyB,m3,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 9:38:44,case_474,m1_500,receive,,m1,PartyB,
task,PartyB,Activity DD,PartyB,2021-06-23 9:38:46,case_474,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 9:38:49,case_474,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 9:38:52,case_474,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 9:38:56,case_474,m3_499,receive,,m3,PartyA,
task,PartyB,Activity O,PartyB,2021-06-23 9:39:00,case_474,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 9:39:02,case_474,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 7:39:05,case_194,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 7:39:05,case_194,m4_204,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 7:39:10,case_194,m4_204,receive,,m4,PartyB,start
task,PartyB,Activity BB,PartyB,2021-06-23 7:39:18,case_194,,,,,,
task,PartyA,Activity C,PartyA,2021-06-23 7:39:24,case_194,,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 7:39:38,case_194,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 7:39:39,case_194,m1_203,send,PartyA,m1,,
task,PartyC,Activity CZ,PartyC,2021-06-23 7:39:43,case_194,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 7:39:48,case_194,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 7:39:53,case_194,m2_205,send,,m2,,
task,PartyB,Activity FF,PartyB,2021-06-23 7:40:02,case_194,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 7:40:07,case_194,m5_206,send,PartyB,m5,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 7:40:15,case_194,m5_206,receive,,m5,PartyC,
task,PartyA,Activity B,PartyA,2021-06-23 7:40:18,case_194,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 7:40:27,case_194,,,,,,
task,PartyB,Activity DD,PartyB,2021-06-23 7:40:34,case_194,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 7:40:38,case_194,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 7:40:39,case_194,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 7:40:45,case_194,m3_202,send,PartyB,m3,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 7:40:49,case_194,m1_203,receive,,m1,PartyB,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 7:40:55,case_194,m3_202,receive,,m3,PartyA,
task,PartyB,Activity O,PartyB,2021-06-23 7:40:55,case_194,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 7:40:57,case_194,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 7:24:14,case_159,m4_167,send,PartyC,m4,,
task,PartyA,Activity A,PartyA,2021-06-23 7:24:20,case_159,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 7:24:29,case_159,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 7:24:36,case_159,m4_167,receive,,m4,PartyB,start
SendTask,PartyB,Activity CC,PartyB,2021-06-23 7:24:40,case_159,m1_166,send,PartyA,m1,,
task,PartyC,Activity ZA,PartyC,2021-06-23 7:24:43,case_159,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 7:24:49,case_159,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 7:24:52,case_159,m5_168,send,PartyB,m5,,
task,PartyC,Activity BZ,PartyC,2021-06-23 7:25:00,case_159,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 7:25:04,case_159,,,,,,
task,PartyB,Activity FF,PartyB,2021-06-23 7:25:06,case_159,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 7:25:09,case_159,m5_168,receive,,m5,PartyC,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 7:25:12,case_159,m2_164,send,PartyA,m2,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 7:25:16,case_159,m2_164,receive,,m2,PartyB,
task,PartyB,Activity DD,PartyB,2021-06-23 7:25:20,case_159,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 7:25:20,case_159,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 7:25:27,case_159,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 7:25:35,case_159,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 7:25:37,case_159,m3_165,send,PartyB,m3,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 7:25:42,case_159,m1_166,receive,,m1,PartyB,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 7:25:44,case_159,m3_165,receive,,m3,PartyA,
task,PartyB,Activity N,PartyB,2021-06-23 7:25:47,case_159,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 7:25:48,case_159,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 6:29:48,case_34,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 6:29:52,case_34,m4_34,send,PartyC,m4,,
task,PartyB,Activity BB,PartyB,2021-06-23 6:29:54,case_34,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 6:29:59,case_34,m1_33,send,PartyA,m1,,
task,PartyB,Activity G,PartyB,2021-06-23 6:30:08,case_34,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 6:30:15,case_34,m4_34,receive,,m4,PartyB,start
task,PartyB,Activity FF,PartyB,2021-06-23 6:30:19,case_34,,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 6:30:28,case_34,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 6:30:32,case_34,m2_31,send,PartyA,m2,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 6:30:32,case_34,m2_31,receive,,m2,PartyB,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 6:30:39,case_34,m5_35,send,PartyB,m5,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 6:30:44,case_34,m5_35,receive,,m5,PartyC,
task,PartyC,Activity CZ,PartyC,2021-06-23 6:31:01,case_34,,,,,,
task,PartyB,Activity DD,PartyB,2021-06-23 6:31:02,case_34,,,,,,
task,PartyC,Activity BZ,PartyC,2021-06-23 6:31:13,case_34,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 6:31:18,case_34,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 6:31:25,case_34,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 6:31:27,case_34,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 6:31:29,case_34,m3_32,send,PartyB,m3,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 6:31:35,case_34,m1_33,receive,,m1,PartyB,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 6:31:37,case_34,m3_32,receive,,m3,PartyA,
task,PartyB,Activity O,PartyB,2021-06-23 6:31:43,case_34,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 6:31:45,case_34,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 8:57:31,case_379,m4_400,send,PartyC,m4,,
task,PartyB,Activity BB,PartyB,2021-06-23 8:57:36,case_379,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 8:57:50,case_379,m4_400,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 8:57:54,case_379,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 8:57:58,case_379,,,,,,
task,PartyA,Activity C,PartyA,2021-06-23 8:58:05,case_379,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 8:58:17,case_379,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 8:58:21,case_379,m1_399,send,PartyA,m1,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 8:58:29,case_379,m3_398,send,PartyB,m3,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 8:58:35,case_379,m1_399,receive,,m1,PartyB,
task,PartyC,Activity CZ,PartyC,2021-06-23 8:58:38,case_379,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 8:58:39,case_379,m2_401,send,,m2,,
task,PartyB,Activity FF,PartyB,2021-06-23 8:58:48,case_379,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 8:58:57,case_379,m5_402,send,PartyB,m5,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 8:59:04,case_379,m5_402,receive,,m5,PartyC,
task,PartyC,Activity BZ,PartyC,2021-06-23 8:59:13,case_379,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 8:59:16,case_379,,,,,,
task,PartyB,Activity DD,PartyB,2021-06-23 8:59:17,case_379,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 8:59:19,case_379,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 8:59:23,case_379,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 8:59:25,case_379,m3_398,receive,,m3,PartyA,
SendTask,PartyB,Activity M,PartyB,2021-06-23 8:59:26,case_379,M7_403,send,PartyD,M7,,
task,PartyB,Activity L,PartyB,2021-06-23 8:59:34,case_379,,,,,,
ReceiveTask,PartyD,Start2,PartyD,2021-06-23 8:59:35,case_379,M7_403,receive,,M7,PartyB,start
task,PartyD,Activity ZAZ,PartyD,2021-06-23 8:59:39,case_379,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 8:01:48,case_244,m4_257,send,PartyC,m4,,
task,PartyB,Activity BB,PartyB,2021-06-23 8:01:53,case_244,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 8:02:06,case_244,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 8:02:15,case_244,m4_257,receive,,m4,PartyB,start
SendTask,PartyB,Activity CC,PartyB,2021-06-23 8:02:24,case_244,m1_256,send,PartyA,m1,,
task,PartyB,Activity G,PartyB,2021-06-23 8:02:38,case_244,,,,,,
task,PartyA,Activity C,PartyA,2021-06-23 8:02:47,case_244,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 8:02:49,case_244,m2_258,send,,m2,,
task,PartyA,Activity B,PartyA,2021-06-23 8:03:00,case_244,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 8:03:06,case_244,m3_255,send,PartyB,m3,,
task,PartyB,Activity FF,PartyB,2021-06-23 8:03:08,case_244,,,,,,
task,PartyC,Activity ZA,PartyC,2021-06-23 8:03:14,case_244,,,,,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 8:03:19,case_244,m1_256,receive,,m1,PartyB,
task,PartyC,Activity CZ,PartyC,2021-06-23 8:03:25,case_244,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 8:03:26,case_244,m5_259,send,PartyB,m5,,
task,PartyC,Activity BZ,PartyC,2021-06-23 8:03:30,case_244,,,,,,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 8:03:31,case_244,m5_259,receive,,m5,PartyC,
task,PartyB,Activity DD,PartyB,2021-06-23 8:03:37,case_244,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 8:03:39,case_244,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 8:03:39,case_244,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 8:03:44,case_244,m3_255,receive,,m3,PartyA,
task,PartyB,Activity N,PartyB,2021-06-23 8:03:45,case_244,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 8:03:46,case_244,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 6:59:13,case_104,m4_110,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 6:59:22,case_104,m4_110,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 6:59:31,case_104,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 6:59:37,case_104,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 6:59:37,case_104,,,,,,
task,PartyC,Activity CZ,PartyC,2021-06-23 6:59:48,case_104,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 6:59:59,case_104,m5_111,send,PartyB,m5,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 7:00:03,case_104,m1_109,send,PartyA,m1,,
task,PartyC,Activity BZ,PartyC,2021-06-23 7:00:14,case_104,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 7:00:16,case_104,,,,,,
task,PartyB,Activity FF,PartyB,2021-06-23 7:00:23,case_104,,,,,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 7:00:26,case_104,m2_107,send,PartyA,m2,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 7:00:28,case_104,m2_107,receive,,m2,PartyB,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 7:00:31,case_104,m5_111,receive,,m5,PartyC,
task,PartyB,Activity DD,PartyB,2021-06-23 7:00:35,case_104,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 7:00:47,case_104,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 7:00:53,case_104,m3_108,send,PartyB,m3,,
task,PartyB,Activity I,PartyB,2021-06-23 7:00:55,case_104,,,,,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 7:01:07,case_104,m1_109,receive,,m1,PartyB,
task,PartyB,Activity J,PartyB,2021-06-23 7:01:09,case_104,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 7:01:14,case_104,m3_108,receive,,m3,PartyA,
task,PartyB,Activity N,PartyB,2021-06-23 7:01:19,case_104,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 7:01:20,case_104,,,,,,
task,PartyA,Activity A,PartyA,2021-06-23 7:43:02,case_204,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 7:43:04,case_204,m4_216,send,PartyC,m4,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 7:43:09,case_204,m4_216,receive,,m4,PartyB,start
task,PartyC,Activity ZA,PartyC,2021-06-23 7:43:19,case_204,,,,,,
task,PartyB,Activity BB,PartyB,2021-06-23 7:43:21,case_204,,,,,,
SendTask,PartyB,Activity CC,PartyB,2021-06-23 7:43:26,case_204,m1_215,send,PartyA,m1,,
SendTask,PartyB,Activity EE,PartyB,2021-06-23 7:43:29,case_204,m2_213,send,PartyA,m2,,
ReceiveTask,PartyA,Activity D,PartyA,2021-06-23 7:43:36,case_204,m2_213,receive,,m2,PartyB,
task,PartyB,Activity FF,PartyB,2021-06-23 7:43:37,case_204,,,,,,
task,PartyB,Activity G,PartyB,2021-06-23 7:43:40,case_204,,,,,,
SendTask,PartyC,Activity DZ,PartyC,2021-06-23 7:43:45,case_204,m5_217,send,PartyB,m5,,
task,PartyC,Activity CZ,PartyC,2021-06-23 7:43:48,case_204,,,,,,
task,PartyA,Activity B,PartyA,2021-06-23 7:43:58,case_204,,,,,,
SendTask,PartyA,Activity E,PartyA,2021-06-23 7:44:09,case_204,m3_214,send,PartyB,m3,,
task,PartyC,Activity BZ,PartyC,2021-06-23 7:44:20,case_204,,,,,,
ReceiveTask,PartyA,Activity F,PartyA,2021-06-23 7:44:30,case_204,m1_215,receive,,m1,PartyB,
ReceiveTask,PartyB,Activity H,PartyB,2021-06-23 7:44:30,case_204,m5_217,receive,,m5,PartyC,
task,PartyB,Activity DD,PartyB,2021-06-23 7:44:34,case_204,,,,,,
task,PartyB,Activity I,PartyB,2021-06-23 7:44:34,case_204,,,,,,
task,PartyB,Activity J,PartyB,2021-06-23 7:44:35,case_204,,,,,,
ReceiveTask,PartyB,Activity K,PartyB,2021-06-23 7:44:37,case_204,m3_214,receive,,m3,PartyA,
task,PartyB,Activity N,PartyB,2021-06-23 7:44:40,case_204,,,,,,
task,PartyB,Activity L,PartyB,2021-06-23 7:44:44,case_204,,,,,,
SendTask,PartyB,Activity AA,PartyB,2021-06-23 9:28:14,case_454,m4_479,send,PartyC,m4,,
task,PartyB,Activity BB,PartyB,2021-06-23 9:28:15,case_454,,,,,,
ReceiveTask,PartyC,Start,PartyC,2021-06-23 9:28:20,case_454,m4_479,receive,,m4,PartyB,start
task,PartyA,Activity A,PartyA,2021-06-23 9:28:32,case_454,,,,,,
